customer_id,full_name,state,preferred_channel,lifetime_value,order_count,avg_satisfaction_score,total_support_tickets,customer_segment,satisfaction_level
8530649a-f08f-4301-ab73-48266b4fbf04,Jonathan Durham,Florida,in-store,2503.61,6,,0,High Value,At Risk
c9d453d9-977e-446b-a37b-2b0bfde1897b,Leslie Torres,Pennsylvania,both,13176.785,14,,0,High Value,At Risk
dc02813b-5a4e-4556-ac0e-dac9def1f9b8,Nicole Watson,California,online,15440.465499999998,16,,0,High Value,At Risk
0466bca6-2ad3-4130-9bb0-2a84d733478f,Elizabeth Turner,Arizona,both,4548.196999999999,5,2.5,2,High Value,Neutral
523bd9cf-44fc-458d-912c-83a7f678f1a7,Jimmy Singleton,Texas,online,2491.8199999999997,3,,0,High Value,At Risk
62bcd40a-a908-4998-a926-941a121d3940,Kelly Perez,New Jersey,both,15898.879999999996,23,4.0,1,High Value,Satisfied
e0042336-813a-4671-b9a3-3c18f189a70a,Steven Reyes,New York,in-store,4259.636,4,4.0,1,High Value,Satisfied
dc1e6ea0-3eff-4c76-b35f-3ae835aff6dc,Malik Burns,New York,online,0.0,0,,0,Low Value,At Risk
91bc7626-d8e7-4259-a666-5d05f912aa18,Aaron Bauer,Virginia,both,12511.925,13,,0,High Value,At Risk
a9ad1b59-85aa-4207-905d-6c042d7a4ad7,Jeffrey Fisher,Pennsylvania,online,395.12,1,1.0,1,Medium Value,At Risk
a5a50a64-b49d-454b-b287-024a8902985d,Bonnie Jones,North Carolina,both,11832.297999999999,12,2.0,1,High Value,Neutral
967f84cc-f504-4b76-91b3-ee6beb70951a,Angela Mitchell,Texas,online,979.99,3,,0,Medium Value,At Risk
3893e422-1150-4a24-b432-efa884fe5139,Cameron Mendoza,,both,2695.08,1,,0,High Value,At Risk
f1c193ee-e27c-48ba-b3b8-3eaf6c9c3fb8,Jeffrey Glenn,California,online,6324.105999999999,12,,0,High Value,At Risk
0874d5de-720b-49bf-904e-1b1800e3e283,Kurt Garrett,Texas,in-store,21716.070999999996,10,3.5,2,High Value,Neutral
4a8de0e0-09d8-4ba3-82ab-920ab7996b33,Louis Silva,California,online,7229.1045,12,3.0,1,High Value,Neutral
71174212-3f2d-4f5b-96de-252458804b78,Jacqueline Shields,New York,both,676.84,1,4.0,1,Medium Value,Satisfied
6375eac5-d12a-459c-9cf2-339b3425220a,Mark Lambert,California,both,611.052,3,4.0,1,Medium Value,Satisfied
9c123fb9-bedc-4fcf-93fb-dd52f01a5ac1,Nathaniel Little,Illinois,both,1160.07,2,3.33,3,High Value,Neutral
8ffb3dda-292b-4464-92d0-9c68ad667846,Roger Costa,Georgia,online,1081.118,2,5.0,1,High Value,Satisfied
d9a2c0ba-45e8-4910-9c80-b64f36450a6d,Michael Bass,California,both,31241.952,21,4.0,2,High Value,Satisfied
93cb4121-3a4a-4438-a8f0-1712bdebb892,Brian Randall,Georgia,both,2043.18,1,4.0,1,High Value,Satisfied
86c9ae17-11e7-4292-9d51-19b842e2d0be,Angela Duncan,Pennsylvania,online,480.06,1,5.0,1,Medium Value,Satisfied
b862723c-d6dd-4a5c-a135-ddacc3f50970,Michael Gardner,New York,in-store,8007.5275,12,,0,High Value,At Risk
9c67f76e-86b5-4b10-8744-32b622030359,Lisa Frank,Washington,both,5231.309,5,,0,High Value,At Risk
a66ddb91-7a8b-4f77-b35a-5965959106be,Teresa Smith,New York,in-store,2108.976,4,,0,High Value,At Risk
96949a78-13be-4c61-b731-e0e0e95219ed,Alexa Solomon,Florida,both,10013.86,14,,0,High Value,At Risk
fc55095c-9950-4e22-b8bb-c9f50871dd92,Randy Russell,Illinois,both,6257.2085,6,4.0,1,High Value,Satisfied
f1ce0f36-9164-4a39-aebd-7d062333ec8f,Alisha Steele,Texas,both,484.636,2,2.0,1,Medium Value,Neutral
b14ef2f2-9a4b-4326-9e8d-61fcb5ef8fc4,Hannah Armstrong,Texas,both,12638.3745,11,,0,High Value,At Risk
e845dcdd-e44b-4021-93b3-fcce7704fb50,Tracy Page,Ohio,online,4741.092000000001,2,4.0,2,High Value,Satisfied
034d95cc-e49d-4cb1-8d4b-6a3bef0a3324,April Cochran,Illinois,online,3675.84,4,1.0,1,High Value,At Risk
741e23a3-f8d6-4ddb-ad11-64b60e8f232a,Nicholas Koch,Arizona,online,10419.1,12,,0,High Value,At Risk
2665edc4-9710-4f3f-a54b-edd9c27a590b,Gabriella Crane,Florida,online,3041.7889999999998,4,,0,High Value,At Risk
3e4f923c-547f-4a35-abc3-8f918c1e5f4c,Michael Patterson,Florida,in-store,3211.5389999999998,7,,0,High Value,At Risk
844fbd4d-55d8-4982-a8c0-1ba030a9375a,Veronica Davis,New York,online,2139.798,6,2.0,1,High Value,Neutral
d3556bb0-b96b-44b6-af56-67603d358938,Tammy Reynolds,California,online,9089.491999999998,7,,0,High Value,At Risk
e7eecdfb-8105-4e65-a7a4-4a828ce5540a,Julie Carpenter,Illinois,in-store,5996.621,4,2.5,2,High Value,Neutral
7e17094d-0235-47b0-928f-111836ac6aea,Raymond Rodriguez,Virginia,in-store,6544.820000000001,6,,0,High Value,At Risk
7bb3c011-d6dc-4ac9-a414-e6c3546ca534,Patricia Smith,Florida,both,4953.1225,10,,0,High Value,At Risk
31666a09-f95b-4d08-9467-2b483f932cdc,Amy Hunter,New Jersey,online,15784.771187803857,17,,0,High Value,At Risk
93ba38b8-5680-44c9-8d36-225972562d4f,Adam Farley,Texas,online,7284.346,9,,0,High Value,At Risk
dbe9d314-048b-4804-93d5-58ad87f6c6c5,Kimberly Vasquez,California,online,3776.6390000000006,7,1.0,1,High Value,At Risk
c4ac244c-989e-46fb-b243-91dd1d5cf739,William Gallegos,Texas,online,18160.481999999996,8,4.0,2,High Value,Satisfied
df498b0d-b595-4ca7-b245-df19dc03224f,Allison Ramsey,Pennsylvania,online,12468.654999999999,14,2.5,2,High Value,Neutral
c433e9c8-038f-413b-b0c8-f038f5009399,Darren Rodgers,Florida,online,7225.1295,12,,0,High Value,At Risk
7c66381f-c96d-44c4-9987-677b42abe77c,Gwendolyn Dyer,Georgia,both,6138.5075,7,,0,High Value,At Risk
70beb325-e2a8-43a4-9c28-94d40ecb75d8,Susan Drake,,both,4287.8865000000005,14,2.0,1,High Value,Neutral
5472e06b-e20a-4efc-bf64-ebfa6af1b309,Tammy Butler,,online,3847.6049999999996,7,,0,High Value,At Risk
65542302-386f-4456-bbd3-0cc24bf146b6,Alexis Howell,Michigan,both,5612.3009999999995,4,4.0,2,High Value,Satisfied
505178c4-b072-4f80-8e92-2e42fc1dcb3b,Thomas Padilla,Georgia,both,219.39,2,,0,Low Value,At Risk
492d9c3b-1ac8-4e9d-952c-74540e3fadbe,Ashley Scott,Pennsylvania,both,11118.256143048126,13,,0,High Value,At Risk
71a09480-6347-4fce-b0c3-78b60f78c742,,Illinois,in-store,3709.115,6,3.0,1,High Value,Neutral
f773bb3e-e604-4990-9da4-c6924a17c61f,Rachel Ramos,California,in-store,0.0,0,1.0,1,Low Value,At Risk
484782ef-93e6-4ecc-8575-a9fa32c2d659,Bonnie Lucas,Michigan,in-store,2304.5914999999995,7,,0,High Value,At Risk
ff366f8a-378f-4af1-b665-1dc371012503,Lori Herrera,Arizona,online,1027.2244999999998,3,,0,High Value,At Risk
106b91ed-587c-4007-a6c6-aa23d47b7190,Isaiah Young,California,online,14783.509534519564,10,,0,High Value,At Risk
aa14fc68-75d3-430c-bb79-32c71f6d3873,Maria Patterson,Washington,both,14802.330499999998,16,,0,High Value,At Risk
5c7900b1-20db-433e-a944-29e2f8a3bec2,Robert Torres,California,in-store,1699.375,9,,0,High Value,At Risk
a6c2dc58-7fb1-49a2-ba7a-2a0af0ffd749,Pamela James,Texas,both,2880.1594999999998,7,,0,High Value,At Risk
3881c8f4-49ab-4868-b6c7-42315212e138,Jessica Luna,Florida,both,3818.1335,6,,0,High Value,At Risk
e90fef19-f6a0-4d36-a658-272724c1a9cb,Ryan Price,Georgia,in-store,4488.434,7,,0,High Value,At Risk
939948aa-c80d-4913-bc24-c78132c8cbe5,Douglas Williams,Washington,in-store,6433.68,10,4.0,1,High Value,Satisfied
dbe804fb-4056-49d9-9f7e-2f96f3a873d7,Felicia West,Florida,online,13338.2425,14,,0,High Value,At Risk
2e8dc7d5-2d6b-4d3c-8dd8-ae848eaf6078,Zachary Vance,New York,in-store,1451.9759999999999,2,3.0,1,High Value,Neutral
e14343a4-a938-48ac-b647-d632cfa11ec1,Lee Robinson,Georgia,in-store,0.0,0,,0,Low Value,At Risk
22f5b895-99f6-405c-92aa-9b406d342340,Ashley Walker,New York,both,3688.2744999999995,7,,0,High Value,At Risk
4e4c60aa-e9e0-43ac-8019-e6a15a1a9297,Melissa Mckee,New York,online,10922.077,13,,0,High Value,At Risk
9f721f71-e90f-420f-b41d-6f4646629b47,Sean Villanueva,California,in-store,0.0,0,,0,Low Value,At Risk
c7ea78c6-05a3-42ab-865c-95df1d220100,Steven Owen,Texas,both,9384.874999999998,9,,0,High Value,At Risk
4ebb409c-95d2-4a24-8b3f-a623a322dd5f,Shawn Lewis,Texas,online,4406.149499999999,8,,0,High Value,At Risk
72933546-d2a1-43a9-adbc-a9f9fe35c7d1,Jessica Parker,California,online,18738.1705,18,,0,High Value,At Risk
c72435e2-f6c8-497a-8183-90e87176bc95,Wanda Smith,Ohio,in-store,0.0,0,,1,Low Value,At Risk
12b225bc-7f4a-44be-a051-8a63d6ce439b,Nicole Wheeler,California,online,94.88,1,,0,Low Value,At Risk
391e073d-71c0-45ed-9a8f-8188c128b167,Mario Weaver,California,online,5596.474999999999,5,,0,High Value,At Risk
bf9eb31b-baf8-448e-b05e-1e45f8e20493,Brian Krueger,Pennsylvania,in-store,5036.148,5,4.0,1,High Value,Satisfied
cecc691a-c14f-42f4-835a-f7ace6565742,William Phelps,Georgia,online,259.65,1,3.0,1,Low Value,Neutral
06195176-6ce8-4c4a-9cad-a3324109a14a,Daniel Hill,Pennsylvania,online,10321.156999999997,9,2.0,2,High Value,Neutral
4bb95868-e220-480a-aa16-79ec6773cf14,Bobby Richmond,Florida,both,8175.089500000001,18,,0,High Value,At Risk
68a42a2a-b569-44a7-bda7-4d2c1978d257,Tracy Richardson,California,both,5165.182000000001,8,,0,High Value,At Risk
e8957f16-b13a-4d5e-9583-e1b2b67dcf1b,Rebecca Martinez,Illinois,both,689.22,1,,0,Medium Value,At Risk
5fd550a7-f860-4302-a1fa-9e7ec928e3b0,Albert Larsen,Texas,in-store,6195.674,10,2.0,1,High Value,Neutral
2769e8f7-eea1-40e7-979b-29078b1d8f6f,Christine Larson,Pennsylvania,online,13412.849,8,,0,High Value,At Risk
c823553e-ca1c-4205-a547-8493bf12984f,Julia Patterson,Virginia,both,7988.018000000002,10,,0,High Value,At Risk
33ddf1e4-32b2-45aa-8391-01734fb8c316,Sherry Booth,Arizona,online,5668.8025,7,,0,High Value,At Risk
21b4edff-b4af-41fb-94a5-2faec82b6a0c,Mason Williams,New York,both,2057.659,4,1.0,1,High Value,At Risk
2e262801-db90-4a2f-b6a0-063f0788c331,Julie Foley,North Carolina,online,3947.9169999999995,10,2.0,1,High Value,Neutral
b876c2a8-6999-4262-b298-57f95070c3f8,Richard Hill,Georgia,online,7793.742,11,3.0,1,High Value,Neutral
8a4517f6-ee90-4e60-9475-491b17d51251,Joseph Montgomery,Texas,online,7281.003,7,,0,High Value,At Risk
8536acb9-e847-45d8-9da7-dbc4fbaf5e28,Kim Bennett,Florida,unknown,33754.68600000001,16,2.5,2,High Value,Neutral
56834b64-b03e-4f92-b8d0-fb04b383fa08,Ryan Gay,Michigan,online,0.0,0,,0,Low Value,At Risk
77178601-cf5e-4cff-b158-e2637dea9ab6,Christine Howell,Georgia,online,534.8000000000001,1,,0,Medium Value,At Risk
1debabbd-76a9-401c-bb44-490e8eb7e00f,Jamie Reed,Illinois,online,7498.7975,11,1.0,1,High Value,At Risk
b2c91f8f-4394-4c42-8383-899927f2d8e6,Michael Walter,Arizona,both,8262.15,11,4.0,1,High Value,Satisfied
fbd3ca3c-2f9f-4d82-97ab-b6b737d8ba08,Craig Brown,Florida,both,3444.062,9,,0,High Value,At Risk
4347ede9-02f3-4896-a27d-59175dd1571c,Victoria Torres,North Carolina,online,757.48,1,3.5,2,Medium Value,Neutral
4c385cb8-cc84-4911-aa22-5f6c1ffd3560,Amy Molina,Florida,online,9032.088,10,5.0,1,High Value,Satisfied
50fb2b5e-9560-4679-afe9-6416962a3352,Amanda Lee,Massachusetts,online,3336.5215000000003,5,3.0,1,High Value,Neutral
826dcff8-2267-48a3-90fd-11184beac40a,Justin Gilbert,Ohio,in-store,2139.5475,1,3.33,3,High Value,Neutral
2f288455-63d5-41c2-87e8-eea3906fa40f,Deborah Barnes,North Carolina,online,2692.242,9,,0,High Value,At Risk
b8099879-095e-4cd8-8ee7-eb90a1ad06b9,Jessica James,North Carolina,both,17131.628999999997,14,,0,High Value,At Risk
cfd83e5d-2d20-4a38-8c10-3f5385032491,,New Jersey,online,757.42,3,,0,Medium Value,At Risk
81c077d0-2fe8-4926-80c5-f40c718ac6cd,Tyler Ortiz,Virginia,online,6251.072,4,,0,High Value,At Risk
9569e4fc-c30c-4626-9ef2-bb57cf53b26a,Joseph Moore,Michigan,both,13978.941500000003,15,,1,High Value,At Risk
14bda827-30e4-40ce-a671-825a29a2a7de,Bobby Howard,New Jersey,in-store,4490.608,6,4.0,1,High Value,Satisfied
a6f0749f-c7d4-423b-8a57-adb30ad45cfe,Felicia Adams,Michigan,online,10386.947499999998,8,5.0,1,High Value,Satisfied
55f3b527-4d5a-47dc-8132-52ed3bf2cd19,Kenneth Pearson,Texas,online,10712.3825,11,,0,High Value,At Risk
9d20d3aa-b41c-4e5b-839e-7f45d508eb6b,Rebecca Gonzalez,Michigan,both,398.07,1,3.5,2,Medium Value,Neutral
550e98d8-b2c9-4682-adf0-9e098ecd70c9,Amber Cook,North Carolina,online,26898.344500000003,13,,0,High Value,At Risk
39be333a-8ebf-4ca9-858b-e4b2342b79b8,Brandon Moore,Virginia,online,1797.5,2,,0,High Value,At Risk
3dd1d727-260b-4bf0-a869-031f61f92097,Christian Byrd,Georgia,online,11119.1445,11,,0,High Value,At Risk
d465c005-94fa-4449-a1ff-412d6f726315,Erika Swanson,Texas,online,7796.360500000001,9,,0,High Value,At Risk
e66c99ef-8c27-449d-baf3-148dd1d258c7,Matthew Rodriguez,Illinois,online,7407.197,9,,0,High Value,At Risk
76d6199c-9d63-4770-b391-0681bd65252f,Cindy Ortega,Virginia,both,4927.9175000000005,8,5.0,1,High Value,Satisfied
34c0e654-8533-4fd8-a5ac-006ed81d2254,Aaron Smith,New York,online,5572.28,5,,0,High Value,At Risk
a4d51a2c-4728-4362-ad0a-546827f8d81d,Allison Franklin,Massachusetts,online,1887.96,8,,0,High Value,At Risk
bdb3188e-33c8-4074-8643-aaaf2a5239de,Jill Rhodes,Florida,online,2102.747,3,4.0,1,High Value,Satisfied
8d9a4d0e-55e4-4e5f-893c-0ba8294fceae,Logan Jones,New York,in-store,2220.192,8,,0,High Value,At Risk
a14cab32-4fee-442a-96f2-0dfe76333e0f,Roger Palmer,Ohio,online,8121.418,9,2.0,1,High Value,Neutral
a532eb29-6711-483b-8c51-a1696e1b0d0d,,Texas,online,0.0,0,,0,Low Value,At Risk
04669a59-d523-4a76-a6e5-205705b0c68e,Bradley Reyes,Texas,in-store,11857.965999999997,9,4.0,2,High Value,Satisfied
630b14e7-c631-4abd-8eb6-8239feb253d5,Derek Brown,New York,online,6365.51,6,,0,High Value,At Risk
5d82fbe8-a167-42d8-b4b4-f29d1c323cc2,Natalie Brooks,North Carolina,online,2436.08,1,,0,High Value,At Risk
ff25d709-1516-4cb7-bc84-9cd036be1051,Matthew Flynn,California,in-store,1117.1295,1,,0,High Value,At Risk
4389c610-25db-4c54-bdcf-1f3dfd62a3ef,Michael Martinez,Pennsylvania,in-store,695.64,4,3.0,1,Medium Value,Neutral
3cc7a4d7-af8b-45ba-8b1e-67961588b621,Jennifer Smith,Pennsylvania,in-store,244.571,2,4.0,1,Low Value,Satisfied
5c62f83c-4e3d-48bb-b71d-2fec968b3d6a,,Arizona,both,4030.923,7,,0,High Value,At Risk
4f1744ae-cc29-4442-a209-b1895d08c1a2,Timothy Morgan,New Jersey,online,5666.872,11,,0,High Value,At Risk
48c7ab0f-2dec-4547-8477-e2444ebbf37b,Kristin Wilson,Michigan,online,4852.414000000001,6,5.0,1,High Value,Satisfied
84a41b86-b748-4c2d-a9ac-223463d2e14b,Audrey Smith,Texas,online,7672.486,9,,0,High Value,At Risk
fddec452-07b0-42a9-bb23-78c4efde9b07,Brian Webb,Georgia,online,276.13,1,,0,Low Value,At Risk
d12d15c1-7429-46cf-9035-e8bd2d73248f,Tyler James,Georgia,online,3912.12,2,,0,High Value,At Risk
e74cbaf5-276c-4d5f-bfc5-65c49d245b5c,Jonathan Lawrence,Texas,online,2327.6620000000003,3,,1,High Value,At Risk
f48b8af3-0415-4d24-b644-e7093ea3b356,Douglas Johnson,California,both,5399.8245,13,1.0,1,High Value,At Risk
6486e747-c98d-4458-bd7c-70a584ca54c7,Donna Mendoza,Florida,online,357.88,2,,0,Medium Value,At Risk
f638b001-54e3-47b1-9555-79020be0878e,Joshua Johnson,Illinois,online,0.0,0,,0,Low Value,At Risk
986a09b2-7f32-487e-9d57-907b375ebc2a,Thomas Stone,New Jersey,online,4552.005,4,4.0,1,High Value,Satisfied
f81f52d2-3828-4cd9-b2c0-442546b566d9,Alec Miller,Virginia,in-store,842.6375,4,4.0,1,Medium Value,Satisfied
5e1a2f2c-6315-470f-b6a9-577f661dd3bd,Carlos Owens,Ohio,online,0.0,0,,0,Low Value,At Risk
05519985-b1b4-460a-8048-249c3bd8b3fd,Jessica Flynn,New York,both,8397.279999999999,12,1.0,1,High Value,At Risk
52808765-9bda-491b-9570-107b0d76ed13,Hayley Duncan,Washington,both,2009.081,7,,0,High Value,At Risk
ebdd776d-da44-43ec-9d80-05cf777d6689,,Florida,in-store,4885.372,7,,0,High Value,At Risk
99fa2c2c-f44b-4125-9552-907f2a9ed912,Cassandra Delgado,Virginia,online,4825.005,5,,0,High Value,At Risk
880409bd-f05e-4f40-9534-5e43f6d80563,Sandy Austin,Michigan,both,2529.4620000000004,8,2.0,1,High Value,Neutral
637afc6d-2f80-453c-8a53-fef0929d12b9,Donna Jackson,Texas,online,3922.1009999999997,3,4.0,2,High Value,Satisfied
63069450-fbe2-4600-aa8a-6f08182be265,Tony Wilson,Texas,unknown,3788.2884999999997,4,,0,High Value,At Risk
1eafdc39-5904-4077-ace6-51fc95c89632,Sandra Estes,Virginia,in-store,2722.2995,8,5.0,1,High Value,Satisfied
bac176a7-b2b8-49bf-a0b3-23e2b447a149,Jeffrey Kirby,Texas,online,4611.320000000001,2,2.0,2,High Value,Neutral
a3eeba0d-047b-4acb-9766-b367651dd9bc,Tyler Sutton,New York,online,702.389,2,2.0,2,Medium Value,Neutral
74eed8e5-4122-4230-be8e-e42f0caf743a,Christopher Hall,California,in-store,3806.103,6,,0,High Value,At Risk
130cbb7a-c1d7-491d-af96-22cf86a38ea9,Jacob Kelly,New York,online,6237.71,5,,0,High Value,At Risk
36cf262d-feda-4df0-9f17-86f7f037322c,Teresa Townsend,Texas,online,13153.2405,14,,0,High Value,At Risk
f006974f-cad9-47b5-b924-f796510e0c9c,Natasha Anderson,Pennsylvania,both,23508.659999999996,13,5.0,2,High Value,Satisfied
68807a23-e746-4a7a-a6a4-35cb0e605bf5,,New York,online,0.0,0,5.0,1,Low Value,Satisfied
d4d9826c-28c3-4a12-842e-7292367bbcde,Sandra Warren,Texas,online,3966.48,9,,0,High Value,At Risk
aeda3461-4756-4621-bb59-1c8a912fc9cd,Wendy Blake,Pennsylvania,online,891.7099999999999,2,,0,Medium Value,At Risk
d77f0fa7-68c5-4b3a-8aea-f53692551d1c,Monica Joseph,Illinois,online,9850.953,11,,0,High Value,At Risk
9438a2f5-b89d-4ec8-9be8-923b728b90b8,Barry Hoffman,Georgia,in-store,1104.96,3,,0,High Value,At Risk
bb6baae9-b8bc-401d-bac7-aa33d6601c3a,Randy Warner,Florida,in-store,17971.44,3,4.0,3,High Value,Satisfied
418ef55b-48d0-44d3-8513-caeb78616110,Mary Shea,Ohio,online,1158.2574999999997,2,5.0,1,High Value,Satisfied
c36b99b9-72de-455c-8bc5-99b2162dff19,David Robinson,Virginia,online,2748.0285,5,,0,High Value,At Risk
112cacd4-442f-4a9a-9305-a40525c3f9a4,Michael Boyd,Arizona,online,828.17,1,,0,Medium Value,At Risk
e2275f6f-253e-44eb-b361-2874bc7c0e4e,Mary Stone,Florida,both,2876.433,3,,0,High Value,At Risk
bdaf7472-9454-4c50-acb4-1f1dec274322,John Mendez,,in-store,482.53200000000004,3,,0,Medium Value,At Risk
a1538bf1-734b-439e-b28a-1abc4f0dce19,Dana Murray,California,in-store,0.0,0,,0,Low Value,At Risk
c4443d60-d3d2-4cbd-9939-390c8d3dadb0,Dennis Arias,Florida,online,4299.39,7,,0,High Value,At Risk
a62fc5d5-19f1-432a-907c-19da24451060,Tony Key,Florida,online,7070.655999999999,8,5.0,1,High Value,Satisfied
130c90d5-e824-404e-b3cd-9daf9337c901,Robert Orr,California,in-store,964.24,3,,0,Medium Value,At Risk
1f49bb77-4463-4f2e-89cb-86c6a94c0228,Courtney Hodge,California,both,6531.095,7,,1,High Value,At Risk
18b7d079-ab84-4da4-8791-f6a4884d6a0d,Michele Hawkins,Ohio,in-store,8272.528,11,,0,High Value,At Risk
77ea2384-a68d-46e4-bf9b-d7dd0cc43ffc,Jessica Sampson,California,online,8824.3095,9,,0,High Value,At Risk
6a4c2db6-2330-4a38-820a-8193eb9379a9,Emily Solomon,Illinois,both,4544.654,7,,1,High Value,At Risk
b49dd1f0-8aa0-4fd6-9159-7c8277bacc9f,Douglas Hall,Georgia,online,6331.166499999999,7,2.0,1,High Value,Neutral
159030a8-5ccd-4937-83ad-3512876e81cb,Daniel Cruz,Florida,in-store,2156.9814799331166,4,,0,High Value,At Risk
c460edb7-47db-4e44-af0f-aa72c6079817,Meredith Ritter,New York,both,6888.242999999999,9,,0,High Value,At Risk
2599ad0d-c435-437c-b152-d2ec20394ed2,Michael Matthews,California,online,3784.0400000000004,6,,0,High Value,At Risk
b6f1ac40-fd69-41ab-a804-8904dc0bc13b,Larry Phelps,Florida,online,6055.159,13,5.0,1,High Value,Satisfied
b034fa97-0b4a-4078-8660-ab9a4649311f,Tracy Burgess,North Carolina,online,1339.819,2,,0,High Value,At Risk
5529b0d0-63ed-4e82-a339-e0fbfb42b14e,Johnny Small,Texas,in-store,3370.0099999999998,4,,0,High Value,At Risk
88af5169-3cb9-4391-a7f7-0fe10c554cff,Michael Graham,California,both,18453.434999999998,17,,0,High Value,At Risk
bbdeb6d8-0c99-483a-98b8-872f45ec9af7,Susan Thompson,California,online,15897.943,11,,0,High Value,At Risk
254efd96-6e6e-471d-86ab-7e0b4b99fa83,Jeffery Johnson,Michigan,in-store,6026.967500000001,10,,1,High Value,At Risk
fd448a7b-5a2c-42ac-ac73-359a9c970584,Christopher Gutierrez,Georgia,online,16756.737,17,,0,High Value,At Risk
bc4d49c8-757b-498b-9e50-0c006e1cacf5,Samuel Stewart,Florida,in-store,0.0,0,3.33,3,Low Value,Neutral
6a481090-2db6-4879-8241-3f2afd53c370,Travis Carter,Texas,online,1326.9295000000002,6,4.0,1,High Value,Satisfied
6959df38-5ae7-47ea-9863-55e1ca6bb187,,North Carolina,online,5433.263000000001,7,4.0,1,High Value,Satisfied
f86949ea-a936-4c23-8b35-27fc7b539283,Ronald Jones,Ohio,both,36889.15328996488,11,2.0,2,High Value,Neutral
73412d36-77e9-46f2-bd60-2b7285ef02ac,Whitney Taylor,New York,online,0.0,0,,0,Low Value,At Risk
0847c29f-1ed3-447b-bf7d-a353a29a151f,Becky Larsen,Georgia,online,3588.4759999999997,8,,0,High Value,At Risk
f2957974-95ed-44ce-bddd-2c45e59a9439,,California,both,7297.641,11,,0,High Value,At Risk
3c83da41-e8c8-4ccc-94dd-ac8cf889deb3,Melissa Anderson,Ohio,both,6701.135000000001,8,2.0,1,High Value,Neutral
55b26e41-adc7-4809-b8eb-a7992eaa2dcb,Emma Jennings,,online,2894.3780000000006,7,,0,High Value,At Risk
30039ec2-415b-4c89-9e89-e68366d61f75,Robert Atkinson,Florida,both,14401.499,10,4.0,2,High Value,Satisfied
cc006784-05a4-4043-a603-e360de1551a9,Richard Mayo,Florida,in-store,16677.955882854985,5,5.0,1,High Value,Satisfied
3141b44c-cc3c-4df2-9f19-09632e8299ce,Paula Harris,California,online,0.0,0,,0,Low Value,At Risk
3258e636-8f29-4567-99ff-282f0fba3b13,Paul Cross,Georgia,online,2195.1735,6,4.0,1,High Value,Satisfied
dceb8c55-4fe7-44f7-87d6-5de69b2fd0ff,Tracy Mcdonald,Texas,online,514.61,3,,0,Medium Value,At Risk
1c2b2926-d942-4402-b0e9-26a25e517dcd,Brandy Bowman,California,online,2274.2839999999997,5,3.0,1,High Value,Neutral
9325900c-0e86-41d6-98ea-938bd82b753b,Thomas Crawford,New York,online,639.18,3,4.0,1,Medium Value,Satisfied
f35c52e2-2d0d-41d9-9daf-5176b147569b,Charles Gonzalez,California,online,0.0,0,,0,Low Value,At Risk
e02d0c81-ee42-4f9b-8953-7bfb5926087a,Lisa Moore,North Carolina,in-store,155.175,1,,0,Low Value,At Risk
eac47fd0-390f-4761-b461-8317501cb266,Amanda Wilson,Texas,unknown,2436.422,3,2.5,2,High Value,Neutral
cbe35e51-6514-422c-9bb9-4db890630d32,Terrence Weaver,Texas,online,2983.0060000000003,3,3.0,1,High Value,Neutral
639eea75-7627-4f18-8c12-59dee0824d41,Kathleen Tate,,both,11069.794500000002,21,,0,High Value,At Risk
4854a14b-b223-443e-93d2-945b4ea3035e,Travis White,Ohio,both,7267.532499999999,10,,0,High Value,At Risk
ed5605c3-6bab-4e21-a871-0021ee32d121,Susan Reyes,Texas,online,17546.666999999998,13,,0,High Value,At Risk
5f042c25-649e-439a-984b-540b48b238f5,Steven Martinez,Texas,both,0.0,0,,0,Low Value,At Risk
647d270e-92f8-4f71-86d4-23b069d01492,William Jackson,Texas,both,7633.963,9,,0,High Value,At Risk
1dc63f84-bdc2-4693-995a-8b7580e73840,Melissa Harrison,New York,in-store,1019.0104999999999,2,,0,High Value,At Risk
1fd70659-4f3e-40bc-a9ec-d5e04d6d3fc6,Michael Jones,California,online,9451.414,5,,0,High Value,At Risk
c05676d4-1ccf-4911-bafd-f6eed29b83ef,Stephanie Beard,Arizona,online,7670.367,9,4.0,1,High Value,Satisfied
c75cf110-21e3-4342-87d8-cedfa300bf26,Karen Banks,Florida,in-store,3594.8590000000004,9,,0,High Value,At Risk
c13e0cb0-7ebd-457e-b86f-67311a2cd55c,Anthony Rodriguez,Texas,both,8505.172000000002,13,,0,High Value,At Risk
80c48721-3cdc-481f-af43-6645f4b3998f,Debra Murray,New York,online,0.0,0,,0,Low Value,At Risk
6d615f09-f13f-4e6b-97c0-11bf90c9e00f,Jeremiah Williams,Florida,both,3530.7374999999997,6,1.0,1,High Value,At Risk
463466b7-b968-4eec-8eae-19b77c76488c,Carol Williams,New York,online,4766.343,10,,0,High Value,At Risk
1d5f7dcf-3e62-4281-86b2-ddf0b5dfc406,Catherine Brooks,New York,in-store,5958.189,3,4.0,1,High Value,Satisfied
c83d5fef-0818-4e07-ba0b-5b2f6a03bf12,Anthony Hopkins,North Carolina,in-store,5628.32,5,,0,High Value,At Risk
10bae142-6d8c-4214-9437-95a68033c81c,Sarah Brock,North Carolina,online,5645.25,5,,0,High Value,At Risk
